Id,LotArea,OverallQual,OverallCond,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,MoSold,SalePrice
2479,14299,4,3,1964,1005,1,3,1.0,2.0,440.0,7,191619.294648838
2480,14149,5,8,2001,1020,2,3,1.0,2.0,528.0,5,189114.303789324
2481,11677,5,4,1966,1040,1,3,1.0,1.0,264.0,2,180934.635330334
2482,8425,5,6,1990,868,1,2,1.0,2.0,576.0,5,164573.372223048
2483,8665,5,5,1968,897,1,3,1.0,1.0,264.0,1,173902.011270196
2484,8398,5,5,1967,943,1,2,1.0,2.0,528.0,6,165625.127741229
2485,8169,5,7,1966,912,1,3,2.0,1.0,315.0,7,179555.219570787
2486,14175,5,5,1998,1375,1,3,1.0,1.0,323.0,12,196899.720661579
2487,16779,5,4,1996,2654,3,4,1.0,2.0,638.0,5,207566.12470446
2488,6960,7,8,1998,1302,1,2,2.0,1.0,224.0,7,163899.981149274
2489,11375,6,5,1995,1299,1,3,2.0,2.0,494.0,10,189179.428177786
2490,13770,5,6,1998,1176,1,3,1.0,1.0,303.0,10,193892.880023125
2491,9000,4,7,1950,998,1,3,1.0,2.0,460.0,5,178980.874331431
2492,11075,6,5,1984,1522,2,3,1.0,2.0,552.0,2,179749.876244365
2493,17541,5,7,2005,1325,2,3,2.0,2.0,576.0,7,197999.674975598
2494,22692,5,5,1953,1630,2,3,1.0,2.0,649.0,3,203717.470295797
2495,17808,4,5,1950,1242,1,2,1.0,1.0,336.0,7,185249.261156892
2496,12671,6,7,1994,2422,3,4,2.0,2.0,527.0,7,201691.208274848
2497,10512,6,6,1954,1626,1,3,2.0,1.0,332.0,5,181956.548314794
2498,5400,5,5,1958,864,1,3,1.0,1.0,399.0,5,171895.936275806
2499,11515,4,5,1994,943,1,3,2.0,1.0,308.0,8,187245.168439419
2500,3869,5,6,1984,1038,2,2,1.0,1.0,264.0,7,157816.77461318
2501,9280,5,6,1951,1342,1,4,1.0,1.0,256.0,4,191702.912573325
2502,11100,5,6,1994,1480,1,4,1.0,1.0,253.0,7,198599.420028908
2503,7550,4,5,1950,1362,2,4,1.0,1.0,280.0,3,187193.313676329
2504,23920,6,5,1984,1822,2,4,2.0,2.0,515.0,4,220514.993999535
2505,9317,7,5,2001,1958,2,3,2.0,2.0,499.0,7,181814.527595192
2506,9178,8,5,2007,1651,2,3,2.0,3.0,870.0,9,183750.755371907
2507,10481,8,5,2007,2140,2,3,2.0,3.0,894.0,6,183000.431679579
2508,10235,8,5,2007,1651,2,3,2.0,3.0,870.0,9,185830.971906573
2509,11750,7,5,2006,1546,2,3,2.0,3.0,796.0,6,185497.872344187
2510,8760,8,5,2006,1500,2,3,2.0,2.0,674.0,6,179613.437681321
2511,7242,7,5,2006,1270,2,2,2.0,2.0,524.0,7,164454.967963631
2512,9316,7,5,2006,1795,2,3,2.0,2.0,578.0,10,185127.237217638
2513,8883,7,5,1988,1873,2,3,2.0,2.0,619.0,5,178750.613844623
2514,20064,8,6,1976,1743,0,0,2.0,2.0,529.0,5,160927.61044889
2515,14217,5,5,1994,1022,1,3,1.0,2.0,747.0,8,192562.808057836
2516,10021,6,6,2006,1308,2,3,2.0,2.0,497.0,5,180990.24148554
2517,8428,5,7,1994,990,1,3,1.0,1.0,384.0,7,180064.941503122
2518,16561,5,5,1996,1097,1,3,1.0,1.0,242.0,7,196070.997393789
2519,10820,7,5,1999,1873,2,3,2.0,2.0,597.0,3,180352.919019023
2520,12352,7,5,1999,1753,2,3,1.0,2.0,534.0,3,183367.953769362
2521,9543,7,5,2001,1690,2,3,2.0,2.0,517.0,2,176734.841494027
2522,8826,7,5,2000,1842,2,3,2.0,2.0,486.0,7,180848.220765939
2523,11800,5,5,1974,894,1,3,1.0,2.0,440.0,8,187806.059368823
2524,8660,5,5,1976,1025,2,3,1.0,2.0,370.0,7,180521.52640004
2525,9720,5,7,1977,1009,2,3,1.0,2.0,576.0,6,181502.754496154
2526,8982,5,5,1977,1040,1,3,1.0,2.0,748.0,1,174525.87942676
2527,16300,5,4,1977,907,1,3,1.0,1.0,308.0,1,188927.984063168
2528,9675,5,6,1975,879,1,3,1.0,2.0,440.0,9,184728.870431253
2529,7200,5,5,2000,864,1,3,3.0,2.0,576.0,9,179857.975518011
2530,7200,4,8,2006,875,1,3,2.0,2.0,728.0,10,180962.868071609
2531,11354,7,5,2000,1673,2,3,2.0,2.0,583.0,1,179194.066390078
2532,8749,7,5,2003,1932,2,3,2.0,2.0,610.0,6,179591.789259484
2533,8158,7,5,2002,1729,2,3,2.0,2.0,542.0,8,180638.463702549
2534,11927,8,5,1995,1592,2,3,2.0,2.0,484.0,6,185846.215131922
2535,12728,8,5,2001,2439,2,4,2.0,2.0,560.0,1,195174.031139141
2536,15295,7,5,2002,1992,2,3,2.0,2.0,608.0,6,192474.56829063
2537,17227,8,5,2000,1341,1,1,2.0,2.0,482.0,1,164200.595496827
2538,8145,7,5,2007,1476,2,3,2.0,2.0,552.0,6,178403.094096818
2539,8769,7,5,2005,1190,2,2,2.0,2.0,578.0,10,170774.84018302
2540,8334,6,5,2007,1330,2,3,2.0,2.0,437.0,7,179879.945898337
2541,8333,7,5,2006,1491,2,3,2.0,2.0,484.0,5,177668.192752792
2542,9045,5,5,2005,1536,2,3,2.0,2.0,400.0,6,180174.328610725
2543,9825,5,5,1967,936,1,2,1.0,1.0,384.0,8,170643.303572141
2544,8308,4,6,1963,1088,1,2,1.0,2.0,520.0,6,165448.004289838
2545,16287,5,6,1950,1351,1,3,1.0,2.0,576.0,7,195531.754886222
2546,8240,6,6,1960,1179,1,2,1.0,2.0,622.0,6,165314.177682121
2547,6285,6,6,1976,1044,1,3,1.0,2.0,528.0,4,172532.757660882
2548,9555,5,6,1979,2233,2,5,1.0,2.0,579.0,2,203310.218069877
2549,7023,5,5,2006,1408,2,3,1.0,2.0,489.0,5,175090.062515883
2550,39290,10,5,2009,5095,2,2,3.0,3.0,1154.0,10,230841.338626282
2551,3675,6,5,2005,1072,1,2,2.0,2.0,525.0,5,155225.19006632
2552,6400,5,7,2000,960,1,2,0.0,1.0,392.0,12,168322.342441945
2553,6882,4,3,1955,1152,2,2,0.0,0.0,0.0,9,165956.259265265
2554,8741,5,6,1950,1195,2,4,1.0,0.0,0.0,7,193956.817564124
2555,10042,6,8,1995,865,1,2,1.0,1.0,216.0,8,171070.367893827
2556,8172,4,5,1955,768,1,2,1.0,1.0,355.0,7,166285.243628001
2557,8172,4,5,1955,864,1,3,1.0,2.0,528.0,10,182875.801346628
2558,10890,5,6,1950,2592,2,6,1.0,0.0,0.0,1,218108.536769738
2559,7223,5,5,1950,1422,1,3,1.0,1.0,352.0,4,174378.777632042
2560,6821,6,7,2005,1298,2,2,1.0,1.0,240.0,8,164731.316372391
2561,4000,7,8,1995,1098,1,2,1.0,1.0,216.0,6,156969.695083273
2562,6720,6,7,1950,1436,1,3,1.0,1.0,228.0,4,173388.854342604
2563,7155,6,8,1991,1461,1,3,1.0,1.0,225.0,7,177559.628685119
2564,7230,7,7,1992,1718,2,4,2.0,2.0,264.0,10,194297.789279905
2565,13108,5,5,1951,1226,1,2,1.0,2.0,400.0,6,174894.588364005
2566,7810,4,6,2003,1755,2,4,2.0,1.0,231.0,11,196544.144075798
2567,6221,5,5,1950,1355,2,3,1.0,2.0,528.0,10,179036.158528149
2568,25485,6,4,1960,1560,1,3,1.0,2.0,580.0,5,211423.986511149
2569,21579,6,6,1968,1488,2,3,1.0,2.0,552.0,9,208156.398935188
2570,1782,6,6,1980,1045,1,2,1.0,2.0,462.0,12,159233.941347257
2571,17871,4,5,1996,1680,2,4,2.0,2.0,628.0,6,210820.115134931
2572,3907,8,5,1988,1020,1,1,1.0,2.0,509.0,3,140196.10979821
2573,20693,7,5,1971,1696,2,3,1.0,2.0,625.0,2,198678.469082978
2574,18044,8,5,1986,2726,2,2,2.0,2.0,691.0,8,186818.610760803
2575,7000,6,7,1950,1215,1,3,2.0,2.0,720.0,5,175044.797633861
2576,7288,5,7,2003,1601,2,3,1.0,0.0,0.0,9,180031.162892704
2578,3672,5,7,1950,816,1,2,1.0,1.0,100.0,9,159638.856165666
2579,11067,2,4,1950,845,1,1,1.0,1.0,256.0,3,154287.264375509
2580,8250,5,6,2006,1991,2,4,1.0,0.0,0.0,6,191885.618181273
2581,6565,4,6,1980,1073,1,3,1.0,2.0,720.0,8,177503.378612934
2582,6060,5,9,2007,1001,1,2,2.0,1.0,216.0,11,166548.31684976
2583,5568,8,5,2007,1625,2,2,2.0,2.0,495.0,10,164475.14942856
2584,12150,6,6,1979,1299,2,2,2.0,2.0,486.0,1,167484.744857879
2585,10000,5,5,2002,1392,2,3,2.0,3.0,650.0,12,188683.160555403
2586,12864,7,5,2002,1409,1,1,2.0,2.0,576.0,7,162243.399502668
2587,9928,7,5,1992,1478,2,3,1.0,2.0,506.0,5,180807.213919103
2588,8750,7,6,1975,918,1,3,1.0,1.0,360.0,3,176279.079637039
2589,8410,6,6,1974,1026,1,2,1.0,2.0,528.0,4,163438.959094218
2590,4054,7,6,1987,1501,2,2,2.0,2.0,512.0,10,161495.5393685
2591,19958,6,8,1995,2279,2,4,2.0,2.0,461.0,7,216032.303722443
2592,8368,7,5,2007,1689,2,3,2.0,2.0,433.0,4,176632.181541401
2593,8298,8,5,2007,1564,2,2,3.0,2.0,502.0,9,168743.001567144
2594,10331,7,7,1985,1240,2,3,2.0,2.0,528.0,7,183810.11848086
2595,6718,8,5,2001,1312,2,2,2.0,2.0,471.0,1,156794.36054728
2596,11305,8,5,2002,1922,2,2,2.0,3.0,692.0,4,169136.43011395
2597,7777,6,5,1996,1491,2,3,1.0,2.0,571.0,11,183203.318752456
2598,11800,7,5,2004,2486,3,5,2.0,2.0,452.0,7,213252.926930889
2599,12633,10,5,2007,1824,2,3,3.0,3.0,932.0,9,190550.327866959
2600,43500,3,5,1953,2034,1,2,1.0,4.0,1041.0,6,234707.209860273
2601,6710,6,5,1997,936,0,0,1.0,2.0,460.0,6,135751.318892816
2602,1504,4,4,1972,1092,1,3,1.0,1.0,253.0,5,164228.45886894
2603,1533,4,5,1970,992,1,2,1.0,1.0,297.0,7,153219.437030419
2604,1495,4,6,1970,1092,1,3,1.0,0.0,0.0,5,164210.746523801
2605,1890,4,3,1976,1092,1,3,1.0,1.0,286.0,4,163883.229117973
2606,9129,5,5,1977,1008,1,1,2.0,2.0,678.0,7,154892.776269956
2607,15957,6,6,1977,1356,2,3,1.0,2.0,528.0,9,197092.08733832
2608,33983,5,6,1994,1676,1,3,2.0,2.0,672.0,5,228148.376399122
2609,8286,5,7,1977,1432,1,3,1.0,2.0,531.0,6,178680.587503997
2610,6723,5,7,1971,796,1,2,1.0,0.0,0.0,9,165643.341167808
2611,27697,4,3,1961,1608,1,3,1.0,1.0,444.0,11,222406.642660249
2612,11000,5,6,2003,1178,1,3,1.0,2.0,502.0,6,184021.843582599
2613,11625,5,7,1983,816,1,2,1.0,1.0,264.0,5,170871.094939159
2614,10447,5,6,1984,887,1,3,1.0,1.0,288.0,12,189562.873697309
2615,11027,6,5,1954,1293,2,2,1.0,2.0,452.0,5,170591.884966356
2616,10533,6,6,1956,1024,1,2,2.0,1.0,313.0,8,172934.351682851
2617,11765,5,5,1957,1797,1,3,1.0,3.0,963.0,6,186425.069879189
2618,39384,6,6,1957,1390,1,1,3.0,2.0,550.0,10,218648.131133006
2619,11727,7,6,1969,1851,2,3,1.0,2.0,506.0,3,183035.606761141
2620,8238,6,5,1998,1525,2,3,1.0,2.0,400.0,5,178378.906069427
2621,13041,6,5,1995,1671,2,3,1.0,2.0,423.0,2,184516.716597846
2622,9783,6,5,1996,1776,2,3,1.0,2.0,443.0,5,181419.5253183
2623,13128,8,5,2005,2064,2,4,2.0,2.0,527.0,1,196858.923438425
2624,13751,7,5,2006,2212,2,3,2.0,3.0,773.0,5,189228.701486278
2625,13108,8,5,1994,2687,2,4,2.0,2.0,618.0,12,208973.380761028
2626,8076,6,6,1994,1169,2,3,1.0,2.0,402.0,7,180269.86896412
2627,3701,8,5,1987,1204,2,2,1.0,2.0,461.0,8,159488.713683953
2628,16023,9,5,2006,2798,3,3,3.0,3.0,670.0,3,191490.299507521
2629,18062,10,5,2006,3390,3,5,3.0,3.0,758.0,9,228684.245137946
2630,12292,9,5,2006,2473,2,4,2.0,3.0,675.0,7,201842.998700429
2631,16052,10,5,2006,2698,2,4,3.0,3.0,736.0,7,209242.82289186
2632,15922,9,5,2006,2795,3,4,3.0,3.0,660.0,1,202357.62258493
2633,8147,9,5,2005,1714,2,2,2.0,2.0,517.0,8,168238.61218265
2634,18261,9,5,2005,2000,2,3,3.0,3.0,722.0,9,202524.12465369
2635,10464,6,6,1980,1102,1,2,1.0,2.0,582.0,6,170588.771929588
2636,10530,7,5,1978,1857,2,4,1.0,2.0,482.0,7,198375.31512987
2637,9927,7,5,1976,1083,1,2,1.0,2.0,596.0,7,170636.827889889
2638,9512,7,5,2006,2318,2,3,2.0,2.0,541.0,6,181991.079479377
2639,10530,6,6,2000,1875,3,3,2.0,2.0,485.0,6,183994.54251844
2640,10000,6,6,1974,1103,2,3,1.0,2.0,462.0,6,182951.482193584
2641,7200,4,4,1971,874,1,3,1.0,2.0,576.0,3,174126.297156192
2642,8773,6,5,2002,1419,2,2,2.0,2.0,543.0,9,170575.496742588
2643,2760,6,5,1973,1092,1,3,1.0,2.0,440.0,12,175332.239869971
2644,2160,5,6,1973,1365,1,3,2.0,2.0,440.0,6,167522.061539111
2645,1890,6,7,1972,1030,1,3,1.0,1.0,264.0,7,168095.583738538
2646,1680,6,5,1972,948,1,2,1.0,1.0,264.0,7,154406.415627461
2647,1680,6,5,1972,1092,1,3,1.0,1.0,264.0,10,170996.973346087
2648,4043,6,5,1975,1069,2,2,1.0,2.0,440.0,7,159056.890245639
2649,7514,5,7,1975,1387,1,3,1.0,1.0,300.0,9,181373.6165193
2650,2280,7,7,1976,1055,2,2,1.0,1.0,319.0,4,152272.560975937
2651,2179,6,5,1976,1456,2,3,1.0,2.0,460.0,7,168664.346821336
2652,16387,9,5,2006,2589,2,4,3.0,3.0,831.0,8,211007.008292301
2653,16163,8,5,2004,1618,2,2,2.0,3.0,880.0,7,182909.515032911
2654,12228,7,5,2006,1740,2,4,2.0,3.0,874.0,9,203926.829353303
2655,14780,9,5,2005,1868,2,2,3.0,3.0,1085.0,6,179082.825442944
2656,13975,9,5,2006,2206,2,4,3.0,3.0,670.0,8,206260.099795032
2657,9942,9,5,2006,2091,2,3,3.0,2.0,521.0,5,181732.443415757
2658,12867,8,5,2006,2253,2,3,3.0,2.0,575.0,7,189698.740693148
2659,10672,8,5,2006,2389,2,4,2.0,3.0,672.0,11,203074.34678979
2660,11643,8,5,2006,2358,2,4,3.0,3.0,784.0,8,201670.634365666
2661,13758,9,5,2006,1792,2,2,2.0,3.0,925.0,3,173756.812589691
2662,14828,9,5,2005,1780,2,2,3.0,3.0,816.0,8,181387.076390881
2663,13215,8,5,2004,1914,2,3,2.0,3.0,746.0,2,184859.155270535
2664,5911,9,5,2005,1565,2,2,3.0,2.0,556.0,3,158313.615666777
2665,7740,9,5,2006,1686,2,1,3.0,3.0,899.0,6,151951.955409666
2666,6373,9,5,2006,1666,2,2,2.0,2.0,575.0,6,162537.52704471
2667,10237,6,5,2006,1456,2,3,2.0,2.0,390.0,2,178998.337067854
2668,10237,7,5,2006,1492,2,3,2.0,2.0,440.0,9,186732.584943041
2669,11660,6,5,2006,1326,2,3,2.0,2.0,427.0,7,187323.318406165
2670,11631,8,5,2005,2373,2,4,2.0,3.0,632.0,6,199437.232798284
2671,9073,7,5,2006,1492,2,3,2.0,2.0,440.0,10,185546.680858653
2672,3087,7,5,2006,1364,2,2,2.0,2.0,437.0,11,161595.015798593
2673,2938,7,5,2002,1511,2,2,2.0,2.0,398.0,5,154672.422763036
2674,3072,7,5,2004,1548,2,2,2.0,2.0,388.0,9,159355.710116165
2675,3010,7,5,2006,1142,2,2,2.0,2.0,440.0,6,155919.014077746
2676,9171,7,5,2005,1598,2,3,2.0,2.0,433.0,7,182424.87095604
2677,8658,6,5,2000,1889,2,3,1.0,2.0,431.0,4,178100.589622319
2678,12104,7,5,2006,2322,3,4,2.0,3.0,617.0,8,202577.900044456
2679,9660,8,5,1998,1976,2,3,2.0,3.0,885.0,2,177862.778940605
2680,9545,8,5,2000,2234,2,3,2.0,3.0,768.0,6,182056.024744887
2681,9233,9,5,2000,2855,2,4,3.0,3.0,774.0,3,191403.199177104
2682,10019,8,5,1995,2726,2,4,2.0,3.0,725.0,6,196264.754980043
2683,17242,9,5,1994,3500,3,4,3.0,3.0,959.0,5,209375.003419718
2684,10236,8,5,1995,2494,2,4,2.0,3.0,803.0,6,196691.81930173
2685,12585,8,5,1993,2799,2,3,2.0,3.0,704.0,10,192458.431539585
2686,12447,8,5,2006,1964,2,3,2.0,2.0,760.0,1,182242.80926507
2687,15218,8,5,2006,1670,2,2,2.0,3.0,928.0,9,183259.503900506
2688,10936,8,5,2006,1504,2,3,2.0,2.0,510.0,9,188108.243748841
2689,8640,8,5,2006,1278,2,2,2.0,2.0,584.0,10,171418.640195797
2690,13162,9,5,2006,2640,3,3,3.0,3.0,792.0,11,194698.882220432
2691,8125,6,5,2005,1716,2,3,2.0,2.0,615.0,2,174841.84007522
2692,7733,6,5,2005,1142,1,3,2.0,0.0,0.0,1,172965.476488899
2693,11024,7,5,2006,1400,2,3,2.0,2.0,612.0,10,189386.323677132
2694,13072,6,5,2006,1131,1,3,2.0,0.0,0.0,3,185682.618340257
2695,7800,7,5,2005,1686,2,3,2.0,2.0,462.0,4,176412.012719061
2696,7632,7,5,2005,1585,2,3,2.0,2.0,449.0,3,174976.489722867
2697,8304,6,5,1998,1837,2,3,1.0,2.0,688.0,7,180718.581707643
2698,9370,6,5,1993,1731,2,3,2.0,2.0,462.0,10,186131.188248242
2699,7175,6,5,1991,1398,2,2,2.0,2.0,542.0,7,165220.786354033
2700,7175,6,5,1991,1217,2,2,2.0,2.0,484.0,6,164115.893800435
2701,9019,6,5,1994,1320,2,3,2.0,2.0,472.0,7,182125.729127024
2702,9100,5,4,1962,988,1,3,1.0,2.0,624.0,7,182285.140233276
2703,8927,6,6,1977,1654,2,4,1.0,2.0,528.0,8,196325.442210366
2704,9240,5,6,2002,1211,1,2,1.0,2.0,576.0,3,164865.215329881
2705,9308,5,5,1965,984,1,3,1.0,1.0,310.0,7,182694.492209823
2706,8450,5,6,1968,909,1,3,1.0,1.0,294.0,11,185425.485520958
2707,8638,5,6,1963,925,1,2,1.0,2.0,484.0,10,171414.7041191
2708,13052,5,6,1965,1024,1,3,1.0,1.0,308.0,1,183433.472466085
2709,8020,5,6,1964,912,1,3,1.0,0.0,0.0,4,176844.981155794
2710,8789,5,6,1967,941,1,3,1.0,1.0,288.0,6,180568.187753206
2711,14330,7,4,1974,2646,2,3,2.0,2.0,550.0,1,185948.625475832
2712,11025,8,5,1993,2826,2,3,2.0,3.0,888.0,10,189388.291715481
2713,3628,7,5,2004,1143,1,1,2.0,2.0,588.0,5,142754.489165865
2714,2544,7,5,2005,1223,2,2,2.0,2.0,480.0,7,156106.800760811
2715,2998,6,5,2000,1524,2,2,2.0,2.0,440.0,6,155895.397617561
2716,4447,7,5,2003,1080,2,2,2.0,2.0,496.0,7,159851.977738548
2717,8314,7,5,1998,1694,2,3,2.0,1.0,434.0,11,185157.832305524
2718,7180,8,5,2002,1568,2,3,2.0,2.0,564.0,9,180716.291710805
2719,13110,5,6,1972,1193,2,2,1.0,2.0,501.0,7,176901.093954071
2720,10140,7,6,1967,1334,2,3,1.0,2.0,477.0,4,181017.222455218
2721,9600,5,5,1968,1051,1,3,1.0,2.0,504.0,7,183269.159407668
2722,8640,5,5,1968,1770,1,4,1.0,2.0,530.0,6,193550.830097069
2723,9360,6,7,2004,976,1,2,2.0,2.0,504.0,8,170625.842699726
2724,8400,5,6,1968,898,1,3,1.0,1.0,326.0,8,182012.405942725
2725,9759,5,5,1966,1051,1,3,1.0,1.0,264.0,3,179162.507290733
2726,9600,5,7,1967,1141,1,3,1.0,1.0,568.0,7,183269.159407668
2727,8800,6,7,2000,1565,2,3,2.0,1.0,299.0,6,180589.836175042
2728,10368,6,6,1964,1488,1,3,1.0,2.0,430.0,4,181465.935198741
2729,9350,5,6,1964,1440,1,4,1.0,2.0,480.0,7,196053.029878304
2730,10800,5,7,1960,1248,1,3,1.0,1.0,286.0,5,183421.020319014
2731,8550,6,8,1950,816,1,2,1.0,1.0,240.0,7,167926.839083612
2732,9724,5,7,1950,1043,1,2,1.0,1.0,273.0,5,168027.530997889
2733,9600,5,6,1990,1433,1,3,1.0,2.0,441.0,6,182164.26685407
2734,10858,5,6,1952,1624,1,2,1.0,1.0,240.0,7,172469.071592608
2735,9600,5,5,1951,1216,1,3,1.0,1.0,280.0,5,181059.374300472
2736,9462,5,6,1973,1728,1,3,1.0,1.0,234.0,7,182997.570115536
2737,9888,5,6,1975,936,1,2,1.0,1.0,240.0,3,166140.504179894
2738,8917,5,5,1967,1584,2,4,1.0,2.0,506.0,10,198515.546934075
2739,12700,6,5,1964,1246,1,3,1.0,2.0,441.0,11,193789.648503294
2740,9723,6,7,1963,1008,1,2,1.0,2.0,430.0,10,173550.025727531
2741,8400,5,5,1957,1364,1,3,1.0,1.0,331.0,3,176487.943174734
2742,9610,6,6,1958,1336,1,3,1.0,2.0,488.0,12,188813.302559147
2743,10000,5,6,1956,1370,1,3,1.0,1.0,300.0,2,178531.911979192
2744,10152,6,6,1994,1124,1,3,1.0,1.0,353.0,5,182145.731469001
2745,8092,6,8,2000,1050,1,3,2.0,1.0,286.0,6,179196.465024103
2746,12778,5,6,2003,1008,1,2,1.0,1.0,280.0,1,169618.349900686
2747,10170,6,6,1951,1575,1,2,2.0,2.0,400.0,6,170010.168655046
2748,7700,5,7,1956,1145,1,3,1.0,2.0,684.0,9,181739.671652174
2749,11050,5,5,1956,1005,1,2,1.0,1.0,319.0,7,172846.934955574
2750,13600,5,6,1955,1056,1,3,1.0,1.0,300.0,11,195560.8830172
2751,15428,5,6,1991,884,1,2,1.0,1.0,270.0,6,180358.114292956
2752,21299,7,5,1963,2039,1,3,1.0,3.0,791.0,12,211817.702818093
2753,13300,5,5,2001,1384,1,2,1.0,2.0,896.0,6,176170.128686742
2754,22136,5,5,1975,2640,2,5,1.0,3.0,1008.0,7,234492.248263699
2755,7500,6,6,1950,1312,1,3,1.0,2.0,649.0,10,182450.956536015
2756,10410,3,8,2001,713,1,2,2.0,1.0,371.0,10,174902.068073146
2757,10914,3,3,1950,715,1,2,1.0,2.0,660.0,8,173684.174293738
2758,7008,4,8,1998,720,1,1,0.0,1.0,280.0,3,147196.673677562
2759,7200,6,8,1950,1595,2,3,1.0,2.0,528.0,4,175231.189709791
2760,10818,4,4,1950,1760,1,4,1.0,2.0,648.0,2,193417.64740633
2761,10184,6,5,1963,1146,1,3,1.0,1.0,294.0,6,183313.601249761
2762,9510,6,5,1985,1207,1,3,1.0,1.0,264.0,5,180882.250849082
2763,10800,6,6,1992,1773,2,3,1.0,2.0,418.0,8,186735.697979808
2764,11650,7,5,1959,1472,2,2,2.0,2.0,484.0,6,172922.865411247
2765,18275,7,8,1998,2448,3,3,1.0,2.0,441.0,9,202551.677190573
2766,12144,4,6,1950,1521,1,3,2.0,1.0,597.0,9,190485.634074173
2767,8544,3,4,1950,1040,2,2,1.0,2.0,400.0,12,173439.49362151
2768,8512,5,5,1960,1556,2,4,1.0,0.0,0.0,9,196613.598849219
2769,7000,5,4,1961,1150,1,3,1.0,1.0,288.0,7,178152.259700828
2770,7400,7,6,1962,1045,1,3,1.0,2.0,528.0,3,174519.904825949
2771,7000,5,6,1962,864,1,3,1.0,1.0,336.0,2,172627.796932837
2772,7000,5,5,1962,1025,1,3,1.0,0.0,0.0,3,173732.689486435
2773,9856,5,8,2005,2014,2,5,1.0,2.0,624.0,6,209219.844787023
2774,9600,5,6,1950,1668,1,3,1.0,1.0,240.0,5,181059.374300472
2775,5520,4,6,1980,1657,1,4,0.0,1.0,162.0,7,188515.443002459
2776,9600,6,8,2004,1416,1,3,2.0,2.0,400.0,6,182164.26685407
2777,6451,7,7,1970,1428,1,4,1.0,2.0,576.0,5,188137.901597981
2778,3960,7,8,1950,1004,1,2,2.0,1.0,200.0,7,158893.54306269
2779,7745,4,6,1950,1951,2,4,0.0,2.0,576.0,4,189579.65066771
2780,7741,6,5,1950,1032,1,2,1.0,1.0,280.0,6,165229.803505847
2781,5633,5,7,1950,844,1,2,1.0,1.0,216.0,7,162186.071220207
2782,7200,4,5,1950,864,1,2,1.0,1.0,528.0,8,166374.879866351
2783,7614,3,5,1950,1376,1,2,1.0,1.0,216.0,3,161665.184974757
2784,6000,5,7,1955,960,1,3,1.0,2.0,576.0,6,175079.328798445
2785,6000,5,7,1950,1566,1,5,2.0,2.0,450.0,8,203840.874021305
2786,7830,3,5,1950,492,1,1,1.0,1.0,200.0,6,152129.078861057
2787,9576,6,7,1950,1182,1,3,1.0,1.0,378.0,5,181012.141380101
2788,5747,3,4,1950,840,1,2,0.0,1.0,250.0,6,161305.53503837
2789,6300,7,6,2005,2104,2,5,1.0,2.0,432.0,7,203326.392972343
2790,5976,5,7,1950,1248,2,2,1.0,0.0,0.0,12,168385.571141831
2791,9750,5,5,1958,960,1,3,1.0,2.0,624.0,7,183564.365159986
2792,4761,3,3,1950,1020,1,2,0.0,0.0,0.0,10,163784.619440861
2793,11737,6,7,1996,1827,1,2,1.0,1.0,240.0,5,171989.192193993
2794,6120,3,5,1950,1162,1,3,1.0,1.0,258.0,11,180839.95616829
2795,6120,5,7,1984,1324,1,3,2.0,1.0,180.0,2,170895.923185907
2796,11672,5,5,1950,816,1,2,1.0,1.0,210.0,7,174071.054808518
2797,33120,6,5,1962,2486,2,5,1.0,2.0,576.0,10,259423.859147546
2798,10320,4,5,1950,1430,2,3,0.0,2.0,370.0,10,188000.824679588
2799,7518,5,8,2004,1330,1,3,1.0,1.0,390.0,7,179171.703565498
2800,9000,5,4,1950,819,1,2,2.0,0.0,0.0,9,171022.241447762
2801,7200,6,6,1950,984,1,3,1.0,1.0,308.0,3,174126.297156192
2802,12375,5,5,1951,1422,1,3,1.0,1.0,288.0,6,187625.573271948
2803,11136,6,5,1964,1921,2,4,1.0,2.0,576.0,7,199567.946369234
2804,21370,5,5,1950,1640,1,3,1.0,2.0,394.0,6,205328.078219268
2805,8250,5,7,1950,1032,1,2,1.0,1.0,260.0,6,166231.535025379
2806,5220,5,3,1950,879,1,2,1.0,1.0,180.0,1,154743.91606057
2807,5500,7,5,2004,1073,2,2,1.0,1.0,246.0,5,159714.537012622
2808,11327,5,6,1967,1064,1,3,1.0,2.0,528.0,6,185563.069082422
2809,10366,6,7,1964,934,1,2,1.0,1.0,336.0,7,171500.796725006
2810,9000,5,6,1966,1059,1,3,1.0,1.0,286.0,6,180983.443844799
2811,9535,5,5,1967,1458,1,3,1.0,2.0,512.0,7,183141.236914997
2812,7176,6,6,1978,1040,1,3,1.0,2.0,616.0,7,178498.634450214
2813,9662,5,4,1977,1967,2,6,1.0,2.0,580.0,8,224323.710512388
2814,8235,5,4,1977,1949,2,6,1.0,2.0,586.0,5,218200.642127877
2815,17529,5,5,1950,872,1,2,0.0,1.0,322.0,4,182283.177756557
2816,20355,7,6,1967,1830,1,2,1.0,2.0,521.0,6,190054.639237419
2817,13050,5,6,1963,1000,1,1,1.0,2.0,575.0,4,160192.453934518
2818,10820,5,7,1972,810,1,2,1.0,2.0,576.0,6,171289.393581756
2819,1700,7,5,1981,1700,2,2,2.0,1.0,450.0,4,151131.098733642
